Haltestelle Name;Haltestelle Nummer;Globale ID;X-Koordinate;Y-Koordinate;AGS Gemeinde;Gemeinde;AGS Landkreis;Landkreis;AGS Bundesland;Bundesland;Referenzhaltestelle Lief.
Bennstedt, Neustädter Str.;30100;de:15088:30100;11,830024;51,483262;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennstedt (Salzatal), Abzweig B80;9611;de:15088:9611;11,823384;51,475555;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennstedt (Salzatal), Eislebener Str.;2687;de:15088:2687;11,807156;51,484405;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennstedt (Salzatal), Ortsmitte;2686;de:15088:2686;11,824101;51,481085;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennstedt (Salzatal), Schule;15577;de:15088:15577;11,829441;51,479203;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennstedt, Sozialstation;19949;de:15088:19949;11,825510;51,480826;15088319;Salzatal;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennungen;8011138;de:15087:8011138;11,122989;51,464006;15087412;Südharz;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennungen (Südharz), Bahnhof;90118;;11,122979;51,463999;15087412;Südharz;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennungen (Südharz), Bahnhof (Bus);2689;de:15087:2689;11,122293;51,464101;15087412;Südharz;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennungen (Südharz) (Bus);2688;de:15087:2688;11,118379;51,461646;15087412;Südharz;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Bennungen (Südharz), Kirche (virt.);9320011;de:15087:9320011;11,117280;51,458890;15087412;Südharz;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benzingerode (Wernigerode), Am Austberg;15565;de:15085:15565;10,857984;51,835098;15085370;Wernigerode;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Benzingerode (Wernigerode), Kirche;1473;de:15085:1473;10,865940;51,834163;15085370;Wernigerode;15085;Harz;15;Sachsen-Anhalt;NASA Master-Lieferant
Berenbrock (Calvörde);1534;de:15083:1534;11,308407;52,418787;15083125;Calvörde;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Berga, Kirche (virt.);9320012;de:15087:9320012;11,001580;51,458600;15087055;Berga;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Berga, Kreuzung;2691;de:15087:2691;11,007330;51,458153;15087055;Berga;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Berga, Schule;2692;de:15087:2692;11,006678;51,454757;15087055;Berga;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Berga, Str. des Aufbaus;20024;de:15087:20024;11,007437;51,453378;15087055;Berga;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Berga-Kelbra;8010032;de:15087:8010032;11,014813;51,452061;15087055;Berga;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Berga-Kelbra (Kyff.), Bahnhof;90023;;11,014593;51,452168;15087055;Berga;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Berga-Kelbra (Kyff.), Bahnhof (Bus);2690;de:15087:2690;11,013665;51,452022;15087055;Berga;15087;Mansfeld-Südharz;15;Sachsen-Anhalt;NASA Master-Lieferant
Berge (Altmarkkreis Salzwedel), B71;634;de:15081:634;11,361997;52,552474;15081135;Gardelegen;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Berge (Altmarkkreis Salzwedel), Ort;612;de:15081:612;11,368366;52,553553;15081135;Gardelegen;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Berge (Lkr. Stendal), Ort;6328;de:15090:6328;11,997643;52,819745;15090610;Werben (Elbe);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Berge (Lkr. Stendal), vor dem Dorf;6327;de:15090:6327;11,986866;52,819684;15090610;Werben (Elbe);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergen (Groß Rodensleben), L49;3028;de:15083:3028;11,364105;52,112621;15083531;Wanzleben-Börde;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergfarnstädt;2693;de:15088:2693;11,552460;51,434428;15088100;Farnstädt;15088;Saalekreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergfriede (Oebisfelde);1186;de:15083:1186;11,066901;52,451491;15083411;Oebisfelde-Weferlingen;15083;Börde;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergisdorf (Gutenborn);4143;de:15084:4143;12,118322;51,030275;15084207;Gutenborn;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergmoor (Diesdorf), Ort;23185;de:15081:23185;10,833505;52,764671;15081105;Diesdorf;15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergwinkel (Thalwinkel);4314;de:15084:4314;11,610363;51,227037;15084015;Bad Bibra;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergwitz;8011150;de:15091:8011150;12,576213;51,803696;15091160;Kemberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergwitz (Kemberg), Anker;871;de:15091:871;12,589266;51,794503;15091160;Kemberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergwitz (Kemberg), B100;7630;de:15091:7630;12,598992;51,792092;15091160;Kemberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergwitz (Kemberg), S-Bahnhof;90119;;12,576203;51,803695;15091160;Kemberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergwitz (Kemberg), Schule;7628;de:15091:7628;12,577523;51,801677;15091160;Kemberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergzow (Elbe-Parey);6043;de:15086:6043;12,048676;52,396031;15086035;Elbe-Parey;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergzow (Elbe-Parey), Am Bahnhof;5955;de:15086:5955;12,065266;52,373334;15086035;Elbe-Parey;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergzow (Elbe-Parey), Bahnhofstr.;22584;de:15086:22584;12,052288;52,393430;15086035;Elbe-Parey;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergzow (Elbe-Parey), Ersatz;7115;;12,050490;52,396280;15086035;Elbe-Parey;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergzow, Ersatzhaltestelle;15946;de:15086:15946;12,051750;52,397561;15086035;Elbe-Parey;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergzow, FW (Ersatzhalt);15947;de:15086:15947;12,055054;52,398168;15086035;Elbe-Parey;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Bergzow-Parchen;8081703;de:15086:8081703;12,066291;52,373073;15086035;Elbe-Parey;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Berkau (b. Bismark);6373;de:15090:6373;11,491251;52,638435;15090070;Bismark (Altmark);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Berkau (b. Bismark), Wendestelle;23126;de:15090:23126;11,494872;52,639501;15090070;Bismark (Altmark);15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Berkau (Straach), Ort;9482;de:15091:9482;12,640291;51,968318;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Berkau (Straach), Weddiner Weg;9481;de:15091:9481;12,650888;51,971164;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernbruch (b. Grimma), Abzweig n. Kleinbardau;16809;de:14729:16809;12,665393;51,185180;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bernbruch (b. Grimma), Infotafel;16810;de:14729:16810;12,659862;51,182737;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bernbruch (b. Grimma), Wartehalle;12323;;12,660289;51,183065;14729160;Grimma;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Bernburg,  Rittmeister-Str. Ersatz;7146;de:15089:7146;11,724708;51,788262;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg Hbf;8010043;de:15089:8010043;11,751455;51,796120;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Aderstedter Str.;1733;de:15089:1733;11,704158;51,788791;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Alter Markt;1814;de:15089:1814;11,736608;51,798244;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Am Rößeberg;15887;de:15089:15887;11,724415;51,795623;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), An der Röße;1836;de:15089:1836;11,724641;51,794800;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Auguststr.;1837;de:15089:1837;11,743562;51,793371;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Bahnhof E49;1833;de:15089:1833;11,750868;51,795259;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Bahnhof Friedenshall;90120;;11,768680;51,773623;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Bahnhof Roschwitz;90488;;11,759311;51,781108;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Bahnhof Waldau;90122;;11,723302;51,805781;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Boulevard;5742;de:15089:5742;11,743724;51,793178;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Breite Str.;1839;de:15089:1839;11,731519;51,802084;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Busbahnhof;1684;de:15089:1684;11,744589;51,795244;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Campus;23053;de:15089:23053;11,748699;51,786544;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Claude-Breda-Str. I;7154;de:15089:7154;11,694861;51,806092;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Claude-Breda-Str. II;7155;de:15089:7155;11,690344;51,807333;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Dessauer Str.;1818;de:15089:1818;11,768255;51,799093;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Flutbrücke;1817;de:15089:1817;11,727730;51,803449;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Friedensallee;1795;de:15089:1795;11,742094;51,795940;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Friedenshall;1713;de:15089:1713;11,767860;51,770658;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Friedhof II;1705;de:15089:1705;11,755996;51,791156;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Friedhof III;1796;de:15089:1796;11,721658;51,797269;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Gröbziger Str.;1799;de:15089:1799;11,753749;51,787828;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Gutsberg;15891;de:15089:15891;11,724450;51,806536;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Hallesche Landstr./L50;1834;de:15089:1834;11,748167;51,776604;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Hallesche Str.;1798;de:15089:1798;11,743250;51,785610;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Hauptbahnhof;90024;;11,751456;51,796117;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Hauptbahnhof (Bus);1683;de:15089:1683;11,750692;51,796422;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Hegebreite;1706;de:15089:1706;11,754472;51,797781;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Ilberstedter Str.;1682;de:15089:1682;11,724826;51,800037;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Jacobstr.;1801;de:15089:1801;11,738608;51,791050;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Johann-Wolfgang-von-Goethe-Schule;1800;de:15089:1800;11,735406;51,791089;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Jugendheim;1802;de:15089:1802;11,739239;51,791907;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Kaiplatz;15895;de:15089:15895;11,734235;51,798092;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Kalistr./PEP;6902;de:15089:6902;11,737812;51,776253;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Karl-Marx-Str.;29997;de:15089:29997;11,751618;51,784974;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Karlsplatz;1804;de:15089:1804;11,742870;51,794160;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Karlstr.;1611;de:15089:1611;11,747915;51,791048;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Keßlerturm;1806;de:15089:1806;11,715825;51,793098;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale) Keßlerturm;6463;de:15089:6463;11,716690;51,792296;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Klinikum;1807;de:15089:1807;11,735669;51,781544;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Kopernikusstr.;1677;de:15089:1677;11,716689;51,793726;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Köthensche Str.;1810;de:15089:1810;11,757323;51,798640;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Kustrenaer Str.;1808;de:15089:1808;11,737552;51,786544;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Kustrenaer Weg;1809;de:15089:1809;11,733202;51,775740;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), KVG-Haltestelle;15892;de:15089:15892;11,736372;51,806790;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Landeskrankenhaus;1811;de:15089:1811;11,729618;51,786476;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Lebensweg;1803;de:15089:1803;11,749559;51,784249;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Leipziger Str.;1812;de:15089:1812;11,737562;51,793897;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Lindenstr.;1813;de:15089:1813;11,744975;51,791585;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Marienkirche;1815;de:15089:1815;11,734713;51,799762;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Martinsplatz;1816;de:15089:1816;11,753548;51,791896;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Nicolaistr.;6668;de:15089:6668;11,731408;51,802803;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Nienburger Str.;1602;de:15089:1602;11,736704;51,799590;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Paradies;1819;de:15089:1819;11,709709;51,790713;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale) Paradies;6464;de:15089:6464;11,711572;51,790832;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Parkeisenbahnhof Keßlerturm;90429;;11,716690;51,792296;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Parkeisenbahnhof Paradies;90430;;11,711572;51,790832;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Parkeisenbahnhof Rosenhag;90431;;11,731345;51,797773;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Parkeisenbahnhof Sportforum;90467;;11,721003;51,794821;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Parkeisenbahnhof Tiergarten;90476;;11,727484;51,796028;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Paul-Schneider-Str.;1820;de:15089:1820;11,751844;51,779152;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), PEP-Markt;1838;de:15089:1838;11,737791;51,776379;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Platz der Jugend;1821;de:15089:1821;11,738702;51,803373;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Roschwitz, Breitscheidplatz;5747;de:15089:5747;11,764100;51,782146;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Roschwitz, Klubhaus;1732;de:15089:1732;11,762673;51,783222;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Roschwitz, Schachtstr. (Ersatzhalt);6552;de:15089:6552;11,768587;51,779676;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Rosengarten;1791;de:15089:1791;11,707058;51,789543;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Rosengarten, Güstener Str.;1734;de:15089:1734;11,705236;51,789135;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale) Rosenhag;6460;de:15089:6460;11,731345;51,797773;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Saalplatz;1768;de:15089:1768;11,738814;51,797320;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Semmelweisstr.;1769;de:15089:1769;11,743461;51,782648;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Semmelweisstr./DRK;1770;de:15089:1770;11,736486;51,780923;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Sportforum;1681;de:15089:1681;11,722818;51,793422;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale) Sportforum;6462;de:15089:6462;11,721003;51,794821;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Süd-Ost;1805;de:15089:1805;11,747707;51,787160;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Tankstelle;2844;de:15089:2844;11,744189;51,799874;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Thomas-Müntzer-Str.;1771;de:15089:1771;11,760674;51,784672;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Tiergarten;3820;de:15089:3820;11,728166;51,796031;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale) Tiergarten;6461;de:15089:6461;11,727484;51,796028;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Virchowstr.;1772;de:15089:1772;11,753568;51,786286;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Weststr.;7153;de:15089:7153;11,694281;51,798780;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Winzergasse;1678;de:15089:1678;11,723363;51,803658;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Zementwerk;1774;de:15089:1774;11,744888;51,814709;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Zepziger Str.;1835;de:15089:1835;11,746223;51,789461;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg (Saale), Zickzackhausen;1797;de:15089:1797;11,724058;51,810861;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Bernburg-Friedenshall;8011168;de:15089:8011168;11,768680;51,773623;15089030;Bernburg (Saale);15089;Salzlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
