Haltestelle Name;Haltestelle Nummer;Globale ID;X-Koordinate;Y-Koordinate;AGS Gemeinde;Gemeinde;AGS Landkreis;Landkreis;AGS Bundesland;Bundesland;Referenzhaltestelle Lief.
Lu. Wittenberg, Am Tierpark;20056;de:15091:20056;12,642938;51,869083;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Amtsgericht;7563;de:15091:7563;12,635006;51,866362;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Annendorfer Str.;22695;de:15091:22695;12,660429;51,880364;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, AOK;7564;de:15091:7564;12,638410;51,868585;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Abzweig Braunsdorfer Str.;9462;de:15091:9462;12,548558;51,876693;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Abzweig Roßlauer Str.;9463;de:15091:9463;12,534855;51,877016;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Alte Dorfstr.;9466;de:15091:9466;12,548635;51,876384;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Am Heideberg;9448;de:15091:9448;12,568041;51,886425;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Am Heideberg [offen];22535;de:15091:22535;12,568114;51,886432;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Bussardweg;10626;de:15091:10626;12,565947;51,889887;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Friedhof;10532;de:15091:10532;12,553567;51,879787;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Hirschsprung;10292;de:15091:10292;12,574201;51,889160;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Hubertusstr.;9465;de:15091:9465;12,543368;51,873145;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Platanenweg;39012;de:15091:39012;12,561784;51,886808;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Platanenweg [offen];7203;de:15091:7203;12,561784;51,886808;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Apollensdorf, Roßlauer Str.;9464;de:15091:9464;12,537263;51,872537;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Appollensdorf;15901;de:15091:15901;12,574062;51,887231;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Arbeitsamt;9440;de:15091:9440;12,639777;51,871124;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Arthur-Schnitzler-Platz;9357;de:15091:9357;12,669929;51,886569;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Augustinuswerk;9437;de:15091:9437;12,618269;51,870637;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Autohaus Moll (Shuttle-Verkehr);6617;de:15091:6617;12,620535;51,871547;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Bahnhof Altstadt;90260;;12,641419;51,863762;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Bahnhof Labetz;90375;;12,694190;51,871448;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Bahnhof Labetz (Bus);9439;de:15091:9439;12,695298;51,870793;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Bahnhof Piesteritz;90261;;12,596766;51,871855;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Bahnhof Piesteritz (Schwimmhalle);9380;de:15091:9380;12,597624;51,873141;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Bahnhof Piesteritz (Torhaus);9433;de:15091:9433;12,596971;51,870608;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Berliner Str.;9391;de:15091:9391;12,649170;51,875535;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Berliner Str./Am Stern;9390;de:15091:9390;12,654448;51,881315;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Berufsschulzentrum Mittelfeld;9438;de:15091:9438;12,689038;51,866548;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Bleesern;1064;de:15091:1064;12,568716;51,836473;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Brückenkopfkaserne;10485;de:15091:10485;12,644583;51,852793;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Bürgerstr.;9429;de:15091:9429;12,644705;51,869190;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, CARAT-PARK;9366;de:15091:9366;12,650394;51,882205;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Christuskirche;7574;de:15091:7574;12,606993;51,866605;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Coswiger Str.;9373;de:15091:9373;12,642616;51,866720;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Damaschkestr.;9396;de:15091:9396;12,618041;51,880814;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Dobschützstr.;9407;de:15091:9407;12,614872;51,873925;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Dobschützstr./Sparkasse;9435;de:15091:9435;12,632955;51,867585;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Dr.-Behring-Str.;15675;de:15091:15675;12,667920;51,883673;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Dresdener Str.;20290;de:15091:20290;12,693984;51,864873;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Dürerweg;9401;de:15091:9401;12,653616;51,890216;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Eichstr.;9394;de:15091:9394;12,634589;51,877929;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Elbperle;9420;de:15091:9420;12,692355;51,865374;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Elbtor;10486;de:15091:10486;12,586852;51,868121;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Erich-Mühsam-Str.;6836;de:15091:6836;12,609384;51,868707;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Ernst-Kamieth-Str.;9362;de:15091:9362;12,660591;51,871637;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Finanzamt;9418;de:15091:9418;12,684686;51,864131;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Fleischerstr.;9372;de:15091:9372;12,649137;51,866886;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Florian-Geyer-Str.;9361;de:15091:9361;12,661893;51,874609;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Friedhof;9412;de:15091:9412;12,665077;51,863926;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Friedrichstr.;9416;de:15091:9416;12,666106;51,875323;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Gagfah;9367;de:15091:9367;12,652879;51,876661;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Geschwister-Scholl-Str.;9403;de:15091:9403;12,651756;51,869808;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Gewerbegebiet Nord;9363;de:15091:9363;12,664833;51,890729;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Gewerbepark Elbe;9376;de:15091:9376;12,617240;51,865615;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Glöcknerstr.;9417;de:15091:9417;12,666036;51,877321;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Hauptbahnhof;90071;;12,662284;51,867808;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Hauptbahnhof (Bus);9434;de:15091:9434;12,662313;51,868877;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Hauptpost;9371;de:15091:9371;12,653243;51,865760;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Heideweg;9395;de:15091:9395;12,626047;51,879569;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Hohenroda;1061;de:15091:1061;12,592990;51,839636;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Johannes-Runge-Weg;9431;de:15091:9431;12,668376;51,886060;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Johann-Strauß-Str.;39005;de:15091:39005;12,662493;51,885551;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Katharinenstr.;39001;de:15091:39001;12,656610;51,871095;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Käthe-Kollwitz-Schule;10623;de:15091:10623;12,664224;51,888779;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Klinik Bosse;9406;de:15091:9406;12,631727;51,869466;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Kreisverwaltung;9392;de:15091:9392;12,640685;51,871033;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Kreuzstr.;7127;de:15091:7127;12,662947;51,874540;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Kreuzstr./Sonderschule;9424;de:15091:9424;12,660311;51,874802;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Labetz, Feuerwehr;9421;de:15091:9421;12,696488;51,873786;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Labetz, Zahnaer Str.;9422;de:15091:9422;12,703824;51,876082;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Landratsamt;15733;de:15091:15733;12,640549;51,871324;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Lerchenbergstr.;9388;de:15091:9388;12,667919;51,882055;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Lerchenbergstr./Kaufland;30014;de:15091:30014;12,665987;51,879391;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Lerchenbergstr./Kaufland [offen];9389;de:15091:9389;12,664834;51,878437;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Luthereiche;6611;de:15091:6611;12,655398;51,863679;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Luthereiche [offen];22493;de:15091:22493;12,653840;51,864348;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Luthersbrunnen;9419;de:15091:9419;12,701759;51,865806;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Maiblumenstr.;9393;de:15091:9393;12,637361;51,875919;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Marine-Camp;20075;de:15091:20075;12,646127;51,855011;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Marktplatz;9374;de:15091:9374;12,642967;51,866745;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Martin-Luther-Gymnasium;22494;de:15091:22494;12,657142;51,875674;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Mauerstr.;9504;de:15091:9504;12,646442;51,868219;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Mittelfeld;9414;de:15091:9414;12,676758;51,866465;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Mühlenbau;9413;de:15091:9413;12,672089;51,863896;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Neues Rathaus;22485;de:15091:22485;12,645477;51,869940;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Neumühlenweg;9432;de:15091:9432;12,605948;51,882939;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Neustr.;20055;de:15091:20055;12,649097;51,868191;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Nordendstr.;9444;de:15091:9444;12,683773;51,888824;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Paul-Gerhardt-Stift;9369;de:15091:9369;12,653577;51,869697;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Paul-Gerhardt-Str.;9370;de:15091:9370;12,657770;51,869818;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Pestalozzischule;241;de:15091:241;12,660470;51,874797;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, Apotheke;9384;de:15091:9384;12,593262;51,867628;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, BBZ Elbe;9386;de:15091:9386;12,572664;51,870900;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, BBZ Handwerk;9383;de:15091:9383;12,578314;51,882219;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, Bergstr.;9377;de:15091:9377;12,601421;51,867396;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, Freibad;9382;de:15091:9382;12,592724;51,878722;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, Pappelbrücke;9378;de:15091:9378;12,601510;51,867420;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, Parkstr.;9381;de:15091:9381;12,598392;51,876391;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, PCI;9387;de:15091:9387;12,563749;51,873329;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, Pestalozzistr.;9379;de:15091:9379;12,597208;51,868838;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, Reisser GmbH;10555;de:15091:10555;12,574069;51,884569;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, Reisser GmbH (Ersatzhalt);30542;de:15091:30542;12,573487;51,885109;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Piesteritz, Stickstoffwerke;9385;de:15091:9385;12,584417;51,868546;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Rathaus;10320;de:15091:10320;12,643611;51,867885;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Rembrandtweg;9402;de:15091:9402;12,657928;51,887312;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Robert-Koch-Apotheke;9360;de:15091:9360;12,661441;51,877626;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Rote Landstr.;9409;de:15091:9409;12,607554;51,878861;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Rothemark;9408;de:15091:9408;12,603579;51,876942;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Rothemark, Neumühle;9410;de:15091:9410;12,609207;51,882812;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, SCALAR Betrieb;20182;de:15091:20182;12,662775;51,889903;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Schillerstr.;9428;de:15091:9428;12,659530;51,876103;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Schlossplatz;22495;de:15091:22495;12,636827;51,866791;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Schlossvorplatz;9375;de:15091:9375;12,639023;51,866651;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Schulstr./Grundschule Am Lerchenberg;9425;de:15091:9425;12,662503;51,882637;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Schulstr./KiKo;9358;de:15091:9358;12,665099;51,882763;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Schulstr./Platz der Demokratie;9359;de:15091:9359;12,662654;51,880385;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Specke;9415;de:15091:9415;12,672569;51,871200;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Stadthalle;9368;de:15091:9368;12,653263;51,874778;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Stadtrandsiedlung;9365;de:15091:9365;12,659159;51,885655;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Teucheler Weg;15904;de:15091:15904;12,651080;51,884216;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Trajuhn;9445;de:15091:9445;12,673122;51,898276;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Wasserwerk;9411;de:15091:9411;12,621633;51,892959;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Weinbergstr.;9397;de:15091:9397;12,636231;51,879740;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Wikana;7562;de:15091:7562;12,624521;51,865661;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lu. Wittenberg, Wöhlerstr.;9356;de:15091:9356;12,676796;51,884007;15091375;Wittenberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübars (b. Loburg);6069;de:15086:6069;12,123500;52,167493;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübars (Neuermark-Lübars);3617;de:15090:3617;12,041321;52,645348;15090310;Klietz;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübars(Burg);8012261;de:15086:8012261;12,126518;52,168609;15086140;Möckern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lubast (Ateritz);869;de:15091:869;12,629916;51,748177;15091160;Kemberg;15091;Wittenberg;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübbars (Kerkau), Ort;232;de:15081:232;11,414102;52,776932;15081030;Arendsee (Altmark);15081;Altmarkkreis Salzwedel;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübs (b. Magdeburg), Bahnhof;90258;;11,935161;52,020204;15086055;Gommern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübs (b. Magdeburg), Bahnhofstr./Neue Str. (Ersatzhalt);20008;de:15086:20008;11,936879;52,020179;15086055;Gommern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübs (b. Magdeburg), Gaststätte;4006;de:15086:4006;11,941954;52,020232;15086055;Gommern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübs (b. Magdeburg), Neue Str.;20009;de:15086:20009;11,935948;52,022423;15086055;Gommern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübs (b. Magdeburg), Schulstr.;4007;de:15086:4007;11,939920;52,024104;15086055;Gommern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lübschütz (Machern);16975;de:14729:16975;12,655443;51,387292;14729250;Machern;14729;Leipzig;14;Sachsen;NASA Master-Lieferant
Lübs(Magdeburg);8012263;de:15086:8012263;11,935170;52,020211;15086055;Gommern;15086;Jerichower Land;15;Sachsen-Anhalt;NASA Master-Lieferant
Lucka, Abzweig n. Berndorf;12885;de:16077:12885;12,332418;51,101591;16077028;Lucka;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lucka, Abzweig Nehmitz (Groitzsch);10706;de:16077:10706;12,336451;51,100082;16077028;Lucka;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lucka, Altenburger Str.;12882;de:16077:12882;12,326774;51,091222;16077028;Lucka;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lucka, Altstadt;30921;de:16077:30921;12,332353;51,098310;16077028;Lucka;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lucka, Bischofsweg;20155;de:16077:20155;12,331801;51,093605;16077028;Lucka;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lucka, Busplatz;12863;de:16077:12863;12,327950;51,093472;16077028;Lucka;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lucka, Clara-Zetkin-Str.;12865;de:16077:12865;12,335258;51,095215;16077028;Lucka;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Lucka, Schule;20286;de:16077:20286;12,330730;51,096199;16077028;Lucka;16077;Altenburger Land;16;Thüringen;NASA Master-Lieferant
Luckenau;8012259;de:15084:8012259;12,077902;51,093993;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luckenau, Bahnhof;90257;;12,077904;51,093991;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luckenau, Bahnhof (Bus);15664;de:15084:15664;12,076497;51,093237;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luckenau (Bus);4032;de:15084:4032;12,085586;51,085642;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luckenau, Dreieck;4031;de:15084:4031;12,075663;51,088197;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luckenau, Ort;691;de:15084:691;12,085068;51,085800;15084590;Zeitz;15084;Burgenlandkreis;15;Sachsen-Anhalt;NASA Master-Lieferant
Luckowehna (Schönwölkau);12238;de:14730:12238;12,451744;51,506640;14730280;Schönwölkau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Luckowehna (Schönwölkau), Brinniser Str.;6658;de:14730:6658;12,448576;51,507614;14730280;Schönwölkau;14730;Nordsachsen;14;Sachsen;NASA Master-Lieferant
Lückstedt, Kirche;6388;de:15090:6388;11,587217;52,821104;15090007;Altmärkische Höhe;15090;Stendal;15;Sachsen-Anhalt;NASA Master-Lieferant
